2.379647284118974e-002    8.795942675593887e-002
2.935370741501914e-001    4.989017152913699e-001
1.023715124251890e+000    9.131388579526912e-001
6.531815708567918e-003    2.462194198995203e-002
9.086744584657729e-002    1.701315866854178e-001
3.967966533375878e-001    4.609256358650077e-001
1.027856640525646e+000    7.947291148621895e-001
1.945288592909266e+000    1.008710414337933e+000
2.980147933889640e+000    1.036093649726216e+000
3.998861349951123e+000    1.004787656533285e+000
8.371529832014113e-004    3.190919086626234e-003
1.239382725542637e-002    2.423621380426338e-002
6.009290785739468e-002    7.740135521653088e-002
1.805991249601928e-001    1.704889420286369e-001
4.142832599028031e-001    3.029123478511309e-001
7.964747731112430e-001    4.652220834914617e-001
1.348993882467059e+000    6.401489637096768e-001
2.073471660264395e+000    8.051212946181061e-001
2.947904939031494e+000    9.362411945698647e-001
3.928129252248612e+000    1.014359775369075e+000
4.957203086563112e+000    1.035167721053657e+000
5.986360113977494e+000    1.020308624984610e+000
6.997957704791519e+000    1.004798397441514e+000
7.999888757524622e+000    1.000395017352309e+000
8.999998754306120e+000    1.000007149422537e+000
